   0.0000000e+00	   1.0000000e+00	
   3.0000000e+01	   7.4812604e-01	
   6.0000000e+01	   5.3062587e-01	
   9.0000000e+01	   3.7251540e-01	
   1.2000000e+02	   2.5026883e-01	
   1.5000000e+02	   1.6958783e-01	
   1.8000000e+02	   9.8635388e-02	
   2.1000000e+02	   5.3779568e-02	
   2.4000000e+02	   1.8275328e-02	
   2.7000000e+02	  -1.7196604e-02	
   3.0000000e+02	  -4.5688105e-02	
   3.3000000e+02	  -6.9414469e-02	
   3.6000000e+02	  -8.6405791e-02	
   3.9000000e+02	  -9.7188911e-02	
   4.2000000e+02	  -1.0658563e-01	
   4.5000000e+02	  -1.0353218e-01	
   4.8000000e+02	  -1.0865796e-01	
   5.1000000e+02	  -9.7115097e-02	
   5.4000000e+02	  -1.0258946e-01	
   5.7000000e+02	  -9.8144462e-02	
   6.0000000e+02	  -9.3068330e-02	
   6.3000000e+02	             NaN	
   6.6000000e+02	             NaN	
   6.9000000e+02	             NaN	
   7.2000000e+02	             NaN	
   7.5000000e+02	             NaN	
   7.8000000e+02	             NaN	
   8.1000000e+02	             NaN	
   8.4000000e+02	             NaN	
   8.7000000e+02	             NaN	
   9.0000000e+02	             NaN	
   9.3000000e+02	             NaN	
   9.6000000e+02	             NaN	
   9.9000000e+02	             NaN	
   1.0200000e+03	             NaN	
   1.0500000e+03	             NaN	
   1.0800000e+03	             NaN	
   1.1100000e+03	             NaN	
   1.1400000e+03	             NaN	
   1.1700000e+03	             NaN	
   1.2000000e+03	             NaN	
   1.2300000e+03	             NaN	
   1.2600000e+03	             NaN	
   1.2900000e+03	             NaN	
   1.3200000e+03	             NaN	
   1.3500000e+03	             NaN	
   1.3800000e+03	             NaN	
   1.4100000e+03	             NaN	
